run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
39,49,41,41,PAYMENT,0,0,0
39,59,46,46,NEW_ORDER,0,0,0
39,434,30,30,PAYMENT,0,0,0
39,442,35,35,PAYMENT,0,0,0
39,818,12,12,PAYMENT,0,0,0
39,835,31,31,NEW_ORDER,0,0,0
39,1219,13,13,PAYMENT,0,0,0
39,1237,33,33,NEW_ORDER,0,0,0
39,1620,16,16,PAYMENT,0,0,0
39,1630,24,24,NEW_ORDER,0,0,0
