run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
42,42,34,34,PAYMENT,0,0,0
42,61,48,48,NEW_ORDER,0,0,0
42,420,12,12,PAYMENT,0,0,0
42,429,24,24,NEW_ORDER,0,0,0
42,821,18,18,PAYMENT,0,0,0
42,829,24,24,PAYMENT,0,0,0
42,1229,26,26,PAYMENT,0,0,0
42,1238,33,33,PAYMENT,0,0,0
42,1621,18,18,PAYMENT,0,0,0
42,1630,25,25,NEW_ORDER,0,0,0
