run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
34,73,64,64,NEW_ORDER,0,0,0
34,224,20,20,PAYMENT,0,0,0
34,425,21,21,NEW_ORDER,0,0,0
34,626,23,23,NEW_ORDER,0,0,0
34,817,14,14,PAYMENT,0,0,0
34,1027,24,24,NEW_ORDER,0,0,0
34,1219,16,16,PAYMENT,0,0,0
34,1419,16,16,PAYMENT,0,0,0
34,1619,16,16,NEW_ORDER,0,0,0
34,1819,15,15,PAYMENT,0,0,0
