run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
38,56,47,47,NEW_ORDER,0,0,0
38,223,18,18,PAYMENT,0,0,0
38,424,20,20,NEW_ORDER,0,0,0
38,626,23,23,NEW_ORDER,0,0,0
38,844,41,41,STOCK_LEVEL,0,0,0
38,1021,18,18,NEW_ORDER,0,0,0
38,1222,19,19,NEW_ORDER,0,0,0
38,1422,19,19,NEW_ORDER,0,0,0
38,1614,11,11,PAYMENT,0,0,0
38,1814,10,10,PAYMENT,0,0,0
