run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
36,9,1,1,DELIVERY,0,0,0
36,107,99,92,DELIVERY_BG,0,0,0
36,224,20,20,PAYMENT,0,0,0
36,434,30,30,NEW_ORDER,0,0,0
36,627,24,24,NEW_ORDER,0,0,0
36,819,15,15,PAYMENT,0,0,0
36,1003,1,1,DELIVERY,0,0,0
36,1071,69,64,DELIVERY_BG,0,0,0
36,1213,9,9,PAYMENT,0,0,0
36,1430,26,26,NEW_ORDER,0,0,0
36,1623,19,19,NEW_ORDER,0,0,0
36,1833,29,29,NEW_ORDER,0,0,0
