run,driver,driverVersion,db,sessionStart,runMins,loadWarehouses,runWarehouses,numSUTThreads,limitTxnsPerMin,thinkTimeMultiplier,keyingTimeMultiplier
43,simple,5.0,postgres,2018-11-05 09:40:25.261,0,1,1,2,300,1.0,1.0
