run,driver,driverVersion,db,sessionStart,runMins,loadWarehouses,runWarehouses,numSUTThreads,limitTxnsPerMin,thinkTimeMultiplier,keyingTimeMultiplier
35,simple,5.0,postgres,2018-11-04 08:48:43.482,0,1,1,1,300,1.0,1.0
