run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
35,45,35,35,PAYMENT,0,0,0
35,220,14,14,PAYMENT,0,0,0
35,420,15,15,PAYMENT,0,0,0
35,647,40,40,NEW_ORDER,0,0,0
35,845,40,40,STOCK_LEVEL,0,0,0
35,1016,12,12,PAYMENT,0,0,0
35,1216,11,11,PAYMENT,0,0,0
35,1444,39,39,STOCK_LEVEL,0,0,0
35,1642,37,37,STOCK_LEVEL,0,0,0
35,1842,38,38,STOCK_LEVEL,0,0,0
