run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
41,49,36,36,PAYMENT,0,0,0
41,57,48,48,NEW_ORDER,0,0,0
41,416,12,12,PAYMENT,0,0,0
41,435,29,29,NEW_ORDER,0,0,0
41,819,15,15,PAYMENT,0,0,0
41,828,22,22,NEW_ORDER,0,0,0
41,1220,15,15,PAYMENT,0,0,0
41,1225,22,22,NEW_ORDER,1,0,0
41,1612,10,10,PAYMENT,0,0,0
41,1621,16,16,PAYMENT,0,0,0
