run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
44,48,40,40,PAYMENT,0,0,0
44,58,46,46,NEW_ORDER,0,0,0
44,444,36,36,NEW_ORDER,0,0,0
44,453,49,49,NEW_ORDER,0,0,0
44,829,26,26,NEW_ORDER,0,0,0
44,838,32,32,NEW_ORDER,0,0,0
44,1233,28,28,NEW_ORDER,0,0,0
44,1241,38,38,NEW_ORDER,0,0,0
44,1625,22,22,PAYMENT,0,0,0
44,1634,29,29,NEW_ORDER,0,0,0
